scenario_a,t,bus,P_kW,Q_kvar
3,14,25,122.191478,58.078297
3,14,26,36.168498,12.157155
3,14,27,35.059412,15.286866
3,14,28,39.928869,15.050930
3,14,29,73.997358,24.641600
3,14,30,130.177376,55.444258
3,14,31,82.249706,30.178626
3,14,32,135.983035,41.061258
3,14,33,27.785791,10.972644
3,15,2,56.704396,20.708712
3,15,3,54.560103,20.402741
3,15,4,67.526304,27.929426
3,15,5,36.571267,13.959357
3,15,6,45.004297,14.831662
3,15,7,100.608719,42.865247
3,15,8,122.960826,47.751156
3,15,9,28.976878,13.728532
3,15,10,42.066681,20.765920
3,15,11,28.331364,13.079018
3,15,12,39.519724,17.227141
3,15,13,33.654417,12.906173
3,15,14,85.368104,31.765403
3,15,15,39.112123,14.613357
3,15,16,41.821114,15.167414
3,15,17,33.351771,11.698795
3,15,18,51.431019,19.621603
3,15,19,50.375111,20.798115
3,15,20,44.884968,20.853395
3,15,21,53.033299,23.278695
3,15,22,57.625810,22.697791
3,15,23,70.627114,21.774534
3,15,24,152.049975,59.135181
3,15,25,131.939550,62.084586
3,15,26,32.097890,15.043952
3,15,27,46.284586,17.901052
3,15,28,36.476149,18.010270
3,15,29,83.997185,37.121886
3,15,30,112.882400,44.239424
3,15,31,94.122584,35.049269
3,15,32,162.365480,61.257788
3,15,33,39.829913,14.944982
3,16,2,60.183342,25.198769
3,16,3,57.999135,19.840915
3,16,4,74.984468,37.315156
3,16,5,39.520549,13.406839
3,16,6,34.519745,12.091437
3,16,7,116.032637,37.276883
3,16,8,112.015261,47.829105
3,16,9,36.178352,17.261138
3,16,10,32.295935,10.070919
3,16,11,24.717993,7.523182
3,16,12,32.071720,14.217696
3,16,13,37.941177,15.665308
3,16,14,57.209404,19.275596
3,16,15,40.254686,13.313218
3,16,16,33.382635,16.301271
3,16,17,35.320199,13.774267
3,16,18,47.485011,17.466341
3,16,19,63.040717,26.328322
3,16,20,41.519087,17.726141
3,16,21,56.772883,19.820519
3,16,22,71.388830,29.147019
3,16,23,60.606130,23.587419
3,16,24,136.283303,63.761631
3,16,25,119.037558,56.144998
3,16,26,31.779624,13.328994
3,16,27,35.426052,13.970221
3,16,28,36.227331,17.310371
3,16,29,74.301472,29.820971
3,16,30,123.564837,37.600803
3,16,31,88.126738,27.415766
3,16,32,144.214868,65.625346
3,16,33,35.400334,14.558882
3,17,2,59.328678,26.140284
3,17,3,63.167473,19.400736
3,17,4,70.652044,31.009475
3,17,5,48.058711,22.054738
3,17,6,38.678731,12.027481
3,17,7,107.393564,42.914244
3,17,8,120.219456,48.099867
3,17,9,38.423676,13.334841
3,17,10,35.354240,11.822940
3,17,11,31.102509,14.605320
3,17,12,35.032560,12.149303
3,17,13,38.125734,17.719408
3,17,14,78.720257,27.701271
3,17,15,42.652645,15.756058
3,17,16,46.577916,19.657134
3,17,17,37.097564,11.383990
3,17,18,54.081381,17.807296
3,17,19,47.280440,21.693684
3,17,20,66.977886,25.398005
3,17,21,56.153107,25.279437
3,17,22,46.617731,14.494474
3,17,23,44.897462,21.318793
3,17,24,138.353777,55.881234
3,17,25,127.025321,61.294287
3,17,26,39.273198,12.875698
3,17,27,31.833043,10.284320
3,17,28,39.547318,17.592637
3,17,29,94.263019,39.375069
3,17,30,107.510652,47.811843
3,17,31,96.679056,30.024941
3,17,32,130.837209,62.561818
3,17,33,36.203413,16.122998
3,18,2,59.436558,23.914664
3,18,3,55.381991,24.027043
3,18,4,74.814449,24.766302
3,18,5,36.607663,17.094371
3,18,6,37.743459,12.879072
3,18,7,116.487143,46.031422
3,18,8,116.908796,53.413562
3,18,9,43.582860,18.031206
3,18,10,40.288626,12.754407
3,18,11,33.282776,14.051345
3,18,12,36.601135,17.880046
3,18,13,51.745039,24.084791
3,18,14,83.161167,35.131682
3,18,15,49.816765,22.219906
3,18,16,45.234682,16.364907
3,18,17,30.446852,13.003018
3,18,18,49.298006,20.940816
3,18,19,61.344786,18.971363
3,18,20,53.513655,23.267476
3,18,21,65.516639,30.492443
3,18,22,61.117644,23.971453
3,18,23,54.895168,20.918931
3,18,24,118.297377,54.235004
3,18,25,141.755530,46.879256
3,18,26,36.977652,16.268850
3,18,27,33.503226,12.731551
3,18,28,34.216779,12.275516
3,18,29,82.961426,26.873662
3,18,30,130.886657,52.808136
3,18,31,107.025585,38.274226
3,18,32,114.816000,50.673270
3,18,33,34.846242,14.270061
3,19,2,64.628649,24.229585
3,19,3,50.583336,23.601153
3,19,4,63.078755,24.935317
3,19,5,38.245822,12.294421
3,19,6,34.901398,15.065957
3,19,7,133.091525,57.931173
3,19,8,115.752223,48.249624
3,19,9,45.055904,17.231221
3,19,10,36.879103,15.822064
3,19,11,27.914226,10.914092
3,19,12,34.252707,16.501245
3,19,13,45.494898,13.827530
3,19,14,81.271834,34.805280
3,19,15,38.969031,13.997743
3,19,16,52.407526,19.843034
3,19,17,39.156052,14.139542
3,19,18,55.655788,20.230612
3,19,19,47.100971,17.270577
3,19,20,58.590519,24.084640
3,19,21,63.578202,26.607217
3,19,22,50.616557,24.446390
3,19,23,42.241385,21.112494
3,19,24,117.889102,47.628453
3,19,25,150.371357,50.648068
3,19,26,36.605774,15.555589
3,19,27,37.284105,11.859939
3,19,28,43.220652,13.195792
3,19,29,73.441460,28.705170
3,19,30,119.370606,41.692556
3,19,31,93.757175,43.200386
3,19,32,140.075375,43.161147
3,19,33,45.777503,22.176905
3,20,2,51.809833,15.965465
3,20,3,56.998598,21.856841
3,20,4,81.967263,33.891401
3,20,5,35.020694,11.583209
3,20,6,49.828629,20.588305
3,20,7,158.865120,65.906986
3,20,8,143.411336,71.679919
3,20,9,30.408196,12.964490
3,20,10,35.684435,14.018072
3,20,11,23.433575,8.434491
3,20,12,43.851423,13.612883
3,20,13,41.568522,17.623169
3,20,14,78.665896,31.077381
3,20,15,49.843226,24.663090
3,20,16,40.801455,18.693613
3,20,17,33.476378,12.764227
3,20,18,58.366500,27.695988
3,20,19,48.193693,14.633982
3,20,20,53.645865,22.016170
3,20,21,58.891876,27.108809
3,20,22,60.823314,19.891556
3,20,23,56.481846,18.943463
3,20,24,154.121474,70.504054
3,20,25,137.699305,51.359421
3,20,26,37.925507,14.219543
3,20,27,47.537874,16.552780
3,20,28,35.561575,15.991169
3,20,29,59.390799,19.637382
3,20,30,120.503591,45.257479
3,20,31,74.201599,32.568051
3,20,32,158.416063,53.701462
3,20,33,40.958472,14.815253
3,21,2,68.206368,28.500434
3,21,3,56.539474,27.686598
3,21,4,73.295568,28.006908
3,21,5,34.783049,12.822335
3,21,6,39.410444,19.139110
3,21,7,125.153675,59.062350
3,21,8,145.775857,48.019131
3,21,9,35.620156,17.162152
3,21,10,39.922277,16.514118
3,21,11,29.942552,11.843624
3,21,12,36.785886,15.593892
3,21,13,39.682211,18.709334
3,21,14,80.290343,26.779814
3,21,15,38.157279,13.618379
3,21,16,37.847515,12.648997
3,21,17,34.436952,17.179942
3,21,18,59.672132,18.288508
3,21,19,54.703421,22.574735
3,21,20,66.377590,26.327171
3,21,21,55.974568,26.735064
3,21,22,62.149299,26.949944
3,21,23,63.691640,27.174555
3,21,24,132.368460,58.733977
3,21,25,107.942838,46.948289
3,21,26,40.919909,17.383614
3,21,27,34.996315,14.603958
3,21,28,36.579377,16.033700
3,21,29,71.149202,32.159939
3,21,30,126.543532,54.355867
3,21,31,99.135429,44.980318
3,21,32,150.444925,58.096958
3,21,33,32.716173,10.632671
3,22,2,49.503378,23.386334
3,22,3,53.849857,20.837177
3,22,4,73.904252,25.328973
3,22,5,34.846126,10.866868
3,22,6,40.540896,12.204237
3,22,7,125.162689,38.571794
3,22,8,121.629079,44.483941
3,22,9,36.022931,14.237907
3,22,10,36.097258,13.595046
3,22,11,24.189209,10.661942
3,22,12,35.141849,17.257175
3,22,13,41.241093,14.513558
3,22,14,66.782942,32.006504
3,22,15,33.191327,13.499600
3,22,16,40.121336,17.263140
3,22,17,36.247813,17.878707
3,22,18,63.248955,26.008841
3,22,19,61.542016,18.639460
3,22,20,52.432530,25.850581
3,22,21,45.240748,14.304376
3,22,22,53.818912,19.515398
3,22,23,55.040711,24.432279
3,22,24,116.508221,41.332111
3,22,25,134.889545,57.144138
3,22,26,38.209743,14.292290
3,22,27,38.206125,17.383923
3,22,28,40.255922,15.998074
3,22,29,66.504446,24.626015
3,22,30,130.832978,49.718338
3,22,31,65.452496,26.345623
3,22,32,110.003516,40.406064
3,22,33,33.774668,16.028029
3,23,2,76.110829,37.437255
3,23,3,47.291474,16.150171
3,23,4,84.599317,39.047138
3,23,5,41.711934,20.100344
3,23,6,43.622273,19.686634
3,23,7,132.564034,44.665117
3,23,8,128.408026,57.595847
3,23,9,33.686525,10.848021
3,23,10,38.938627,15.473867
3,23,11,28.072644,10.668482
3,23,12,41.052522,13.744645
3,23,13,45.666468,22.596787
3,23,14,78.118617,37.592719
3,23,15,39.151211,18.340047
3,23,16,37.363886,14.631246
3,23,17,37.548783,16.148026
3,23,18,49.719155,19.073068
3,23,19,58.645127,25.383261
3,23,20,57.696400,19.567300
3,23,21,48.105500,21.201320
3,23,22,57.598504,24.115566
3,23,23,55.488637,25.915640
3,23,24,125.342539,49.304371
3,23,25,138.468963,59.999866
3,23,26,34.240392,10.326352
3,23,27,34.739920,12.476408
3,23,28,35.046574,10.802723
3,23,29,73.622564,29.067444
3,23,30,134.486512,50.984756
3,23,31,95.329429,31.482444
3,23,32,134.631446,47.630281
3,23,33,36.508074,13.113362
3,24,2,72.079756,33.945572
3,24,3,60.651627,29.389460
3,24,4,77.032823,29.113719
3,24,5,40.285321,18.989983
3,24,6,44.929593,15.206218
3,24,7,171.505047,74.109349
3,24,8,120.337434,57.374240
3,24,9,36.808738,14.845012
3,24,10,28.971901,14.264156
3,24,11,28.828752,9.615776
3,24,12,43.498883,15.780764
3,24,13,42.029420,16.378625
3,24,14,85.981044,42.740682
3,24,15,43.988647,18.458942
3,24,16,41.640876,16.845714
3,24,17,39.527273,16.479248
3,24,18,57.188443,18.870819
3,24,19,51.236306,19.862246
3,24,20,68.566271,30.064665
3,24,21,53.619471,25.825571
3,24,22,59.359899,29.051395
3,24,23,76.616544,34.016722
3,24,24,127.924925,55.824238
3,24,25,121.354298,53.193464
3,24,26,36.817572,13.531052
3,24,27,35.666623,16.949765
3,24,28,40.015317,15.569315
3,24,29,73.899372,25.830996
3,24,30,127.056053,53.727452
3,24,31,94.614767,40.071899
3,24,32,126.063486,51.283199
3,24,33,34.423159,16.046280
4,1,2,49.255138,19.253931
4,1,3,53.743756,24.199730
4,1,4,62.187995,28.159380
4,1,5,28.474818,10.944441
4,1,6,32.703641,15.760150
4,1,7,101.952726,36.911224
4,1,8,91.928575,35.401668
4,1,9,29.967925,11.488094
4,1,10,30.140709,10.161652
4,1,11,24.376764,9.681327
4,1,12,29.094095,11.071699
4,1,13,30.021135,11.628647
4,1,14,60.278967,27.099792
4,1,15,26.532317,8.304515
4,1,16,33.153815,11.478478
4,1,17,24.434196,7.968226
4,1,18,42.453566,20.544365
4,1,19,49.207384,24.240758
4,1,20,44.961126,16.174028
4,1,21,44.656918,19.332150
4,1,22,40.786568,12.823110
4,1,23,42.276592,13.600630
4,1,24,100.396731,49.501197
4,1,25,109.229584,54.221726
4,1,26,27.111999,11.331072
4,1,27,27.772340,10.453035
4,1,28,31.844957,12.783784
4,1,29,62.500533,21.870357
4,1,30,96.697580,31.779438
4,1,31,86.458501,36.920214
4,1,32,120.279804,42.179506
4,1,33,28.860658,10.371505
4,2,2,86.800572,28.570732
4,2,3,68.635311,29.805186
4,2,4,87.245080,38.767475
4,2,5,56.021407,21.528984
4,2,6,47.727520,15.417904
4,2,7,152.608850,50.690076
4,2,8,142.676563,52.771982
4,2,9,46.783208,15.944035
4,2,10,46.659604,18.850541
4,2,11,32.617426,12.359800
4,2,12,45.109529,18.289052
4,2,13,53.033451,17.582864
4,2,14,76.054948,35.665694
4,2,15,42.143046,19.713799
4,2,16,49.444720,23.772389
4,2,17,39.069575,13.565813
4,2,18,65.297474,30.302958
4,2,19,68.695089,22.109943
4,2,20,79.249171,27.631166
4,2,21,60.935630,18.979994
4,2,22,65.689865,28.955614
4,2,23,74.766025,30.100213
4,2,24,204.336399,83.399916
4,2,25,157.627769,72.875686
4,2,26,50.295604,24.313826
4,2,27,58.326779,25.134358
4,2,28,47.713868,19.647924
4,2,29,64.379000,23.034200
4,2,30,168.982068,52.749639
4,2,31,116.454976,57.892699
4,2,32,155.374576,61.287561
4,2,33,57.352496,19.507457
4,3,2,40.464217,14.773113
4,3,3,39.337717,13.929006
4,3,4,54.523107,25.739945
4,3,5,32.733511,14.049099
4,3,6,30.873094,11.298248
4,3,7,83.008757,34.903395
4,3,8,92.194452,32.813222
4,3,9,30.761610,13.797319
4,3,10,35.073100,16.802381
4,3,11,23.214905,11.211713
4,3,12,30.266813,14.100601
4,3,13,30.464594,13.719973
4,3,14,59.863992,20.914655
4,3,15,27.333362,11.882729
4,3,16,30.568204,9.377570
4,3,17,25.171623,11.542210
4,3,18,38.820151,14.249603
4,3,19,45.959329,17.783318
4,3,20,38.147208,14.811654
4,3,21,39.837393,15.803255
4,3,22,38.058670,14.367419
4,3,23,45.261606,17.072743
4,3,24,107.107651,35.472455
4,3,25,95.755689,37.962396
4,3,26,32.333794,13.032504
4,3,27,23.215429,8.395972
4,3,28,36.171424,12.402871
4,3,29,47.034348,17.933685
4,3,30,85.407524,38.490274
4,3,31,65.680129,26.530762
4,3,32,106.254278,40.435602
4,3,33,27.304590,12.608860
4,4,2,50.118176,21.731597
4,4,3,50.956413,15.723978
4,4,4,50.482886,24.340263
4,4,5,34.216948,14.627614
4,4,6,24.524578,11.508403
4,4,7,90.206899,35.047364
4,4,8,102.938873,35.609546
4,4,9,24.579756,10.692759
4,4,10,31.681302,13.524643
4,4,11,25.254965,12.020780
4,4,12,21.088362,6.771228
4,4,13,25.502578,12.172032
4,4,14,52.674704,23.997989
4,4,15,25.714633,10.734271
4,4,16,25.569445,9.726710
4,4,17,34.784859,12.057577
4,4,18,50.893889,18.023436
4,4,19,43.186753,15.493496
4,4,20,51.481343,22.405854
4,4,21,38.562361,17.290089
4,4,22,33.352743,11.227180
4,4,23,49.674923,21.902010
4,4,24,99.733140,48.877799
4,4,25,103.675580,38.966273
4,4,26,28.137655,10.028948
4,4,27,25.661914,12.516443
4,4,28,32.367406,11.553782
4,4,29,64.634586,28.516842
4,4,30,112.458636,49.550025
4,4,31,87.215083,30.246723
4,4,32,118.695482,43.022044
4,4,33,24.707136,8.633427
4,5,2,53.636470,24.733571
4,5,3,51.752209,23.783916
4,5,4,57.675594,19.023963
4,5,5,32.708686,12.583654
4,5,6,35.277886,16.227673
4,5,7,105.991273,43.489067
4,5,8,116.357062,45.580585
4,5,9,39.820095,13.799574
4,5,10,26.375720,12.554277
4,5,11,28.494321,10.138273
4,5,12,29.198418,13.816382
4,5,13,34.593166,11.644527
4,5,14,62.397496,23.450148
4,5,15,29.452740,12.126676
4,5,16,32.787188,15.846438
4,5,17,27.449834,10.162176
4,5,18,48.862039,16.524524
4,5,19,48.359798,16.037420
4,5,20,44.633143,15.483217
4,5,21,43.680112,15.235657
4,5,22,45.936120,21.974748
4,5,23,42.556241,20.133839
4,5,24,103.888510,47.498842
4,5,25,136.487499,42.292098
4,5,26,33.547832,13.816967
4,5,27,28.831201,9.891102
4,5,28,29.308478,11.841327
4,5,29,67.900985,23.816096
4,5,30,115.819928,52.972884
4,5,31,65.084836,25.698446
4,5,32,107.428335,42.976336
4,5,33,39.690399,12.504547
4,6,2,58.538145,22.845482
4,6,3,44.353308,16.826999
4,6,4,66.844268,29.967830
4,6,5,29.667655,13.384652
4,6,6,39.982077,13.949398
4,6,7,131.777609,42.326954
4,6,8,116.315685,45.882539
4,6,9,37.229182,18.185337
4,6,10,43.666819,18.512130
4,6,11,23.069178,10.112563
4,6,12,38.013755,17.225788
4,6,13,35.019229,13.870806
4,6,14,76.537429,26.298187
4,6,15,42.203395,13.024484
4,6,16,35.503008,15.579926
4,6,17,37.453374,11.257889
4,6,18,55.648906,22.230806
4,6,19,59.252816,27.571122
4,6,20,45.938328,21.803856
4,6,21,61.124223,27.226986
4,6,22,50.243117,17.500943
4,6,23,57.966416,24.785898
4,6,24,97.217179,38.315247
4,6,25,131.530464,51.282700
4,6,26,34.938438,17.355572
4,6,27,30.878760,12.071806
4,6,28,36.549847,15.691250
4,6,29,71.769073,30.818771
4,6,30,110.289603,42.414569
4,6,31,91.623073,31.331706
4,6,32,143.425817,69.907480
4,6,33,39.058084,15.858731
4,7,2,52.332214,21.640166
4,7,3,58.477742,28.317836
4,7,4,66.833462,33.240503
4,7,5,34.085819,13.055066
4,7,6,32.613362,13.240850
4,7,7,127.456013,63.030622
4,7,8,115.205156,40.515602
4,7,9,38.820438,17.192300
4,7,10,33.089424,12.204678
4,7,11,30.846114,11.803235
4,7,12,38.976048,16.356384
4,7,13,37.818635,11.988823
4,7,14,58.369708,21.068024
4,7,15,40.994747,13.009587
4,7,16,36.341502,15.011358
4,7,17,37.895066,11.998050
4,7,18,53.611350,24.953680
4,7,19,49.937463,17.821293
4,7,20,55.900203,25.634406
4,7,21,54.220217,20.699905
4,7,22,53.638325,17.665753
4,7,23,59.951256,21.522645
4,7,24,127.284914,57.863740
4,7,25,122.691776,50.617099
4,7,26,32.475102,10.706269
4,7,27,39.280151,16.068597
4,7,28,38.325855,13.478260
4,7,29,84.915767,35.417087
4,7,30,133.516064,49.462853
4,7,31,72.176968,23.807819
4,7,32,119.901857,42.960893
4,7,33,35.589271,17.159131
4,8,2,65.651412,23.318628
4,8,3,53.518901,18.132298
4,8,4,79.902769,35.181302
4,8,5,38.808359,15.270189
4,8,6,38.734301,13.293779
4,8,7,140.300842,57.947244
4,8,8,118.371386,55.573727
4,8,9,36.826846,15.772548
4,8,10,41.266251,16.263704
4,8,11,26.292279,8.275737
4,8,12,30.456926,13.319612
4,8,13,29.223734,12.543031
4,8,14,70.137576,29.304924
4,8,15,38.314471,15.013000
4,8,16,42.698575,19.372501
4,8,17,33.616443,15.971643
4,8,18,55.679166,27.698182
4,8,19,61.572234,18.952414
4,8,20,55.525166,23.397436
4,8,21,66.539695,29.901296
4,8,22,45.499812,17.033964
4,8,23,60.539079,30.029385
4,8,24,150.478361,52.032046
4,8,25,128.759563,61.457333
4,8,26,36.224941,13.742996
4,8,27,29.534691,10.438646
4,8,28,32.726688,13.844506
4,8,29,90.311112,30.926107
4,8,30,113.784824,45.116233
4,8,31,98.459878,43.906688
4,8,32,116.492318,39.462867
4,8,33,30.172619,9.966931
4,9,2,56.899464,22.697132
4,9,3,56.810785,21.828422
4,9,4,76.992213,37.465718
4,9,5,36.806907,11.948891
4,9,6,43.337358,20.311710
4,9,7,90.325017,41.892568
4,9,8,122.356394,51.564628
4,9,9,33.939417,12.226354
4,9,10,31.244732,14.918393
4,9,11,23.215502,9.365558
4,9,12,37.846572,14.518645
4,9,13,32.906457,11.857957
4,9,14,63.846165,30.049231
4,9,15,35.352090,16.497243
4,9,16,36.758946,16.964869
4,9,17,35.204349,11.526050
4,9,18,48.668531,23.836376
4,9,19,55.240739,20.818606
4,9,20,64.600210,26.112702
4,9,21,53.105373,20.927477
4,9,22,46.573237,14.162114
4,9,23,57.662488,23.508044
4,9,24,125.069584,62.486639
4,9,25,143.735559,58.198812
4,9,26,35.386487,17.008853
4,9,27,41.610554,15.101419
4,9,28,37.508530,17.020642
4,9,29,67.996703,25.385973
4,9,30,128.665587,49.336703
4,9,31,109.071820,41.098563
4,9,32,137.197836,64.959323
4,9,33,33.131069,12.371065
4,10,2,58.797887,23.051149
4,10,3,50.135558,18.166486
4,10,4,83.808323,28.617418
4,10,5,37.080329,15.702594
4,10,6,35.279307,10.997083
4,10,7,116.270072,43.027929
4,10,8,117.001620,53.109257
4,10,9,41.321057,14.817366
4,10,10,35.166944,16.000296
4,10,11,25.075848,8.556148
4,10,12,32.840653,11.388945
4,10,13,32.109880,11.640890
4,10,14,67.944624,32.033955
4,10,15,33.684001,12.015740
4,10,16,42.197254,16.890629
4,10,17,36.633597,15.624572
4,10,18,63.232470,20.607277
4,10,19,51.469133,18.745063
4,10,20,70.389656,34.255306
4,10,21,50.111304,16.759348
4,10,22,62.653756,29.017073
4,10,23,63.429222,20.673796
4,10,24,119.315389,44.870271
4,10,25,152.539114,66.901692
4,10,26,41.271749,16.176072
4,10,27,32.489909,13.342211
4,10,28,34.286680,13.380974
4,10,29,83.925223,27.424506
4,10,30,133.448218,53.903575
4,10,31,82.215291,28.573024
4,10,32,107.149635,40.473253
4,10,33,33.615292,14.358209
4,11,2,60.334315,23.641890
4,11,3,49.964230,23.436757
4,11,4,70.866037,29.078635
4,11,5,43.294621,16.833332
4,11,6,41.109047,15.736231
4,11,7,109.531406,45.539470
4,11,8,97.193792,29.797827
4,11,9,32.182487,14.546342
4,11,10,36.830070,16.126875
4,11,11,23.376578,7.479061
4,11,12,35.763632,11.559564
4,11,13,42.149858,12.748656
4,11,14,65.831992,21.871477
4,11,15,41.728869,19.728775
4,11,16,39.536384,17.313012
4,11,17,38.665981,16.646806
4,11,18,41.001618,19.207951
4,11,19,46.407880,21.938986
4,11,20,45.217503,18.656637
4,11,21,45.513631,15.964267
4,11,22,41.905639,20.273002
4,11,23,64.894984,30.386568
4,11,24,161.829144,72.332686
4,11,25,125.032470,38.201690
4,11,26,36.241138,17.182372
4,11,27,42.286453,15.350832
4,11,28,29.570644,11.924145
4,11,29,60.236775,20.714420
4,11,30,112.961258,49.861046
4,11,31,78.105524,31.299393
4,11,32,123.188346,45.093470
4,11,33,32.173062,11.278702
4,12,2,64.123980,31.611228
4,12,3,51.266742,19.281330
4,12,4,62.575361,30.051132
4,12,5,26.606203,8.493140
4,12,6,39.691798,15.724769
4,12,7,144.796840,51.923921
4,12,8,136.735409,46.512989
4,12,9,26.201095,8.525156
4,12,10,31.924612,12.281160
4,12,11,25.850176,10.193530
4,12,12,38.439295,14.142567
4,12,13,49.375336,20.902423
4,12,14,72.718538,30.103285
4,12,15,35.795812,12.996440
4,12,16,32.107797,12.066255
4,12,17,36.591436,16.188889
4,12,18,53.417184,24.156152
4,12,19,64.802964,30.914325
4,12,20,50.444948,22.891701
4,12,21,49.113656,19.550769
4,12,22,56.481044,22.650329
4,12,23,54.723677,20.054946
4,12,24,126.750235,48.762463
4,12,25,116.512079,50.875873
4,12,26,34.645126,15.985157
4,12,27,28.917000,12.582452
4,12,28,35.128171,17.548915
4,12,29,73.399119,29.887060
4,12,30,139.084597,64.014396
4,12,31,98.593711,45.907037
4,12,32,131.395028,53.979488
4,12,33,37.662927,15.042714
4,13,2,62.416682,24.276874
4,13,3,46.487106,18.206100
4,13,4,74.065700,24.673626
4,13,5,34.826178,15.898012
4,13,6,31.599118,10.384691
4,13,7,141.606879,49.262899
4,13,8,105.415789,31.760967
4,13,9,42.507682,17.796796
4,13,10,44.069357,20.461769
4,13,11,22.982335,10.813035
4,13,12,43.047327,19.404631
4,13,13,30.919148,10.498034
4,13,14,85.795732,27.205367
4,13,15,39.437547,15.697778
4,13,16,37.700137,14.123681
4,13,17,38.151668,16.050714
4,13,18,58.911085,29.066619
4,13,19,61.930301,29.979354
4,13,20,49.776903,19.553843
4,13,21,47.248482,19.463463
4,13,22,46.964624,15.970384
4,13,23,49.992333,21.526132
4,13,24,168.001115,68.165379
4,13,25,107.591952,38.287902
4,13,26,42.307741,19.464610
4,13,27,35.480448,16.147883
4,13,28,37.187871,12.504732
4,13,29,82.004249,26.128302
4,13,30,102.217962,36.861664
4,13,31,85.952981,28.146591
4,13,32,114.492139,49.498051
4,13,33,37.631279,16.079186
4,14,2,63.783830,26.628099
4,14,3,59.222570,22.442452
4,14,4,59.381607,23.106301
4,14,5,33.686941,12.781703
4,14,6,36.063712,17.719995
4,14,7,120.818961,46.171289
4,14,8,139.999680,49.794799
4,14,9,37.499399,16.565696
4,14,10,38.908547,12.985083
4,14,11,30.668776,12.086575
4,14,12,33.015401,13.872449
4,14,13,39.690692,14.638501
4,14,14,74.056798,30.486370
4,14,15,35.187429,16.454332
4,14,16,35.622387,13.735677
4,14,17,37.426264,11.324462
4,14,18,60.572525,29.489806
4,14,19,48.944669,20.838825
4,14,20,60.176402,29.922947
4,14,21,54.292479,23.228287
4,14,22,56.001635,17.403629
4,14,23,49.318219,20.799649
4,14,24,162.356215,69.728945
4,14,25,148.586241,45.163646
4,14,26,40.167719,19.236851
4,14,27,35.165517,12.565691
4,14,28,37.184202,15.213287
4,14,29,88.369326,43.283673
4,14,30,171.157569,63.039695
4,14,31,95.915908,45.367584
4,14,32,160.031838,58.047121
4,14,33,45.306870,21.746259
4,15,2,67.234676,27.531603
4,15,3,61.061177,30.213971
4,15,4,89.306382,32.852810
4,15,5,40.468377,17.574298
4,15,6,34.223981,12.594726
4,15,7,124.752011,50.971982
4,15,8,129.526483,63.568194
4,15,9,29.787866,9.663762
4,15,10,38.358410,13.928578
4,15,11,29.064195,11.908343
4,15,12,28.159958,9.091522
4,15,13,38.958224,13.902256
4,15,14,79.442933,24.022505
4,15,15,33.604173,11.821724
4,15,16,39.875455,15.739763
4,15,17,37.330989,15.971733
4,15,18,59.058665,25.888078
4,15,19,47.736859,16.501220
4,15,20,46.644403,18.624259
4,15,21,52.367934,21.374922
4,15,22,62.905298,29.180921
4,15,23,50.876052,20.057533
4,15,24,121.858340,49.212637
4,15,25,150.675248,64.663199
4,15,26,33.151776,11.038443
4,15,27,46.884100,20.699359
4,15,28,35.682877,15.005736
4,15,29,79.199725,35.697613
4,15,30,109.105315,34.342572
4,15,31,89.133455,39.643286
4,15,32,122.328904,47.763295
4,15,33,37.461462,13.911757
4,16,2,53.285291,17.367612
4,16,3,50.326107,20.051512
4,16,4,73.135364,36.522896
4,16,5,29.162912,13.491085
4,16,6,31.230123,9.745648
4,16,7,145.071260,49.515698
4,16,8,114.466916,45.466384
4,16,9,42.057248,16.624783
4,16,10,38.767286,14.066837
4,16,11,29.196585,12.894992
4,16,12,39.380984,14.619197
4,16,13,32.897176,10.452713
4,16,14,75.557494,34.802757
4,16,15,35.004065,10.641613
4,16,16,28.366169,10.482120
4,16,17,37.692530,16.478180
4,16,18,59.565186,21.808644
4,16,19,51.142756,21.444239
4,16,20,49.510601,16.552992
4,16,21,53.627739,17.439649
4,16,22,54.834098,26.468478
4,16,23,58.449328,22.570633
4,16,24,142.659241,64.294999
4,16,25,161.980326,52.859016
4,16,26,43.605672,17.767404
4,16,27,42.473899,20.861944
4,16,28,45.561884,22.780942
4,16,29,74.173673,34.670485
4,16,30,130.300204,61.538894
4,16,31,80.722763,27.037380
4,16,32,122.679711,51.254769
4,16,33,39.266804,14.033522
4,17,2,88.641728,27.561436
4,17,3,55.555164,25.710226
4,17,4,62.292081,24.508961
4,17,5,42.902547,15.837598
4,17,6,29.936662,13.994664
4,17,7,124.630317,59.069682
4,17,8,112.187184,37.997750
4,17,9,35.186763,15.577915
4,17,10,33.116537,11.369780
4,17,11,32.039169,13.604687
4,17,12,39.527617,17.161886
4,17,13,37.380071,15.829898
4,17,14,80.304281,32.957758
4,17,15,43.027949,19.307591
4,17,16,39.781324,12.039057
4,17,17,40.246313,16.380592
4,17,18,63.880240,21.703012
4,17,19,43.770472,16.718915
4,17,20,48.886795,24.113783
4,17,21,43.094511,17.761506
4,17,22,63.761924,28.706475
4,17,23,53.133917,25.764574
4,17,24,142.702812,64.548984
4,17,25,132.225809,56.714440
4,17,26,40.392069,17.657327
4,17,27,38.577547,14.221375
4,17,28,35.280069,11.183459
4,17,29,73.890021,25.091250
4,17,30,120.614054,59.284299
4,17,31,84.405058,33.459010
4,17,32,159.348349,47.938310
4,17,33,33.802340,15.568130
