scenario_b,ts,bus,P_kW
10,4,23,52.615627
10,4,24,174.172228
10,4,25,150.434454
10,4,26,35.769911
10,4,27,38.948758
10,4,28,45.758379
10,4,29,88.183632
10,4,30,128.018914
10,4,31,98.129243
10,4,32,102.795558
10,4,33,28.170448
