scenario_a,t,bus,P_kW,Q_kvar
2,13,11,23.825,15.883
2,14,11,25.698,17.132
2,15,11,27.459,18.306
2,16,11,28.989,19.326
2,17,11,30.177,20.118
2,18,11,30.93,20.62
2,19,11,31.188,20.792
2,20,11,30.93,20.62
2,21,11,30.177,20.118
2,22,11,28.989,19.326
2,23,11,27.459,18.306
2,24,11,25.698,17.132
2,1,12,16.911,9.865
2,2,12,17.084,9.966
2,3,12,17.346,10.119
2,4,12,17.73,10.342
2,5,12,18.273,10.66
2,6,12,19.02,11.095
2,7,12,20.01,11.673
2,8,12,21.281,12.414
2,9,12,22.855,13.332
2,10,12,24.734,14.428
2,11,12,26.891,15.686
2,12,12,29.267,17.072
2,13,12,31.767,18.531
2,14,12,34.265,19.988
2,15,12,36.612,21.357
2,16,12,38.652,22.547
2,17,12,40.235,23.471
2,18,12,41.24,24.056
2,19,12,41.584,24.257
2,20,12,41.24,24.056
2,21,12,40.235,23.471
2,22,12,38.652,22.547
2,23,12,36.612,21.357
2,24,12,34.265,19.988
2,1,13,16.911,9.865
2,2,13,17.084,9.966
2,3,13,17.346,10.119
2,4,13,17.73,10.342
2,5,13,18.273,10.66
2,6,13,19.02,11.095
2,7,13,20.01,11.673
2,8,13,21.281,12.414
2,9,13,22.855,13.332
2,10,13,24.734,14.428
2,11,13,26.891,15.686
2,12,13,29.267,17.072
2,13,13,31.767,18.531
2,14,13,34.265,19.988
2,15,13,36.612,21.357
2,16,13,38.652,22.547
2,17,13,40.235,23.471
2,18,13,41.24,24.056
2,19,13,41.584,24.257
2,20,13,41.24,24.056
2,21,13,40.235,23.471
2,22,13,38.652,22.547
2,23,13,36.612,21.357
2,24,13,34.265,19.988
2,1,14,33.821,22.548
2,2,14,34.168,22.779
2,3,14,34.692,23.128
2,4,14,35.46,23.64
2,5,14,36.547,24.365
2,6,14,38.039,25.36
2,7,14,40.02,26.68
2,8,14,42.562,28.375
2,9,14,45.71,30.473
2,10,14,49.467,32.978
2,11,14,53.782,35.855
2,12,14,58.533,39.022
2,13,14,63.533,42.356
2,14,14,68.529,45.686
2,15,14,73.224,48.816
2,16,14,77.304,51.536
2,17,14,80.471,53.647
2,18,14,82.479,54.986
2,19,14,83.168,55.445
2,20,14,82.479,54.986
2,21,14,80.471,53.647
2,22,14,77.304,51.536
2,23,14,73.224,48.816
2,24,14,68.529,45.686
2,1,15,16.911,2.818
2,2,15,17.084,2.847
2,3,15,17.346,2.891
2,4,15,17.73,2.955
2,5,15,18.273,3.046
2,6,15,19.02,3.17
2,7,15,20.01,3.335
2,8,15,21.281,3.547
2,9,15,22.855,3.809
2,10,15,24.734,4.122
2,11,15,26.891,4.482
2,12,15,29.267,4.878
2,13,15,31.767,5.294
2,14,15,34.265,5.711
2,15,15,36.612,6.102
2,16,15,38.652,6.442
2,17,15,40.235,6.706
2,18,15,41.24,6.873
2,19,15,41.584,6.931
2,20,15,41.24,6.873
2,21,15,40.235,6.706
2,22,15,38.652,6.442
2,23,15,36.612,6.102
2,24,15,34.265,5.711
2,1,16,16.911,5.637
2,2,16,17.084,5.695
2,3,16,17.346,5.782
2,4,16,17.73,5.91
2,5,16,18.273,6.091
2,6,16,19.02,6.34
2,7,16,20.01,6.67
2,8,16,21.281,7.094
2,9,16,22.855,7.618
2,10,16,24.734,8.245
2,11,16,26.891,8.964
2,12,16,29.267,9.756
2,13,16,31.767,10.589
2,14,16,34.265,11.422
2,15,16,36.612,12.204
2,16,16,38.652,12.884
2,17,16,40.235,13.412
2,18,16,41.24,13.747
2,19,16,41.584,13.861
2,20,16,41.24,13.747
2,21,16,40.235,13.412
2,22,16,38.652,12.884
2,23,16,36.612,12.204
2,24,16,34.265,11.422
2,1,17,16.911,5.637
2,2,17,17.084,5.695
2,3,17,17.346,5.782
2,4,17,17.73,5.91
2,5,17,18.273,6.091
2,6,17,19.02,6.34
2,7,17,20.01,6.67
2,8,17,21.281,7.094
2,9,17,22.855,7.618
2,10,17,24.734,8.245
2,11,17,26.891,8.964
2,12,17,29.267,9.756
2,13,17,31.767,10.589
2,14,17,34.265,11.422
2,15,17,36.612,12.204
2,16,17,38.652,12.884
2,17,17,40.235,13.412
2,18,17,41.24,13.747
2,19,17,41.584,13.861
2,20,17,41.24,13.747
2,21,17,40.235,13.412
2,22,17,38.652,12.884
2,23,17,36.612,12.204
2,24,17,34.265,11.422
2,1,18,25.366,11.274
2,2,18,25.626,11.389
2,3,18,26.019,11.564
2,4,18,26.595,11.82
2,5,18,27.41,12.182
2,6,18,28.529,12.68
2,7,18,30.015,13.34
2,8,18,31.922,14.187
2,9,18,34.282,15.237
2,10,18,37.101,16.489
2,11,18,40.336,17.927
2,12,18,43.9,19.511
2,13,18,47.65,21.178
2,14,18,51.397,22.843
2,15,18,54.918,24.408
2,16,18,57.978,25.768
2,17,18,60.353,26.824
2,18,18,61.859,27.493
2,19,18,62.376,27.723
2,20,18,61.859,27.493
2,21,18,60.353,26.824
2,22,18,57.978,25.768
2,23,18,54.918,24.408
2,24,18,51.397,22.843
2,1,19,25.366,11.274
2,2,19,25.626,11.389
2,3,19,26.019,11.564
2,4,19,26.595,11.82
2,5,19,27.41,12.182
2,6,19,28.529,12.68
2,7,19,30.015,13.34
2,8,19,31.922,14.187
2,9,19,34.282,15.237
2,10,19,37.101,16.489
2,11,19,40.336,17.927
2,12,19,43.9,19.511
2,13,19,47.65,21.178
2,14,19,51.397,22.843
2,15,19,54.918,24.408
2,16,19,57.978,25.768
2,17,19,60.353,26.824
2,18,19,61.859,27.493
2,19,19,62.376,27.723
2,20,19,61.859,27.493
2,21,19,60.353,26.824
2,22,19,57.978,25.768
2,23,19,54.918,24.408
2,24,19,51.397,22.843
2,1,20,25.366,11.274
2,2,20,25.626,11.389
2,3,20,26.019,11.564
2,4,20,26.595,11.82
2,5,20,27.41,12.182
2,6,20,28.529,12.68
2,7,20,30.015,13.34
2,8,20,31.922,14.187
2,9,20,34.282,15.237
2,10,20,37.101,16.489
2,11,20,40.336,17.927
2,12,20,43.9,19.511
2,13,20,47.65,21.178
2,14,20,51.397,22.843
2,15,20,54.918,24.408
2,16,20,57.978,25.768
2,17,20,60.353,26.824
2,18,20,61.859,27.493
2,19,20,62.376,27.723
2,20,20,61.859,27.493
2,21,20,60.353,26.824
2,22,20,57.978,25.768
2,23,20,54.918,24.408
2,24,20,51.397,22.843
2,1,21,25.366,11.274
2,2,21,25.626,11.389
2,3,21,26.019,11.564
2,4,21,26.595,11.82
2,5,21,27.41,12.182
2,6,21,28.529,12.68
2,7,21,30.015,13.34
2,8,21,31.922,14.187
2,9,21,34.282,15.237
2,10,21,37.101,16.489
2,11,21,40.336,17.927
2,12,21,43.9,19.511
2,13,21,47.65,21.178
2,14,21,51.397,22.843
2,15,21,54.918,24.408
2,16,21,57.978,25.768
2,17,21,60.353,26.824
2,18,21,61.859,27.493
2,19,21,62.376,27.723
2,20,21,61.859,27.493
2,21,21,60.353,26.824
2,22,21,57.978,25.768
2,23,21,54.918,24.408
2,24,21,51.397,22.843
2,1,22,25.366,11.274
2,2,22,25.626,11.389
2,3,22,26.019,11.564
2,4,22,26.595,11.82
2,5,22,27.41,12.182
2,6,22,28.529,12.68
2,7,22,30.015,13.34
2,8,22,31.922,14.187
2,9,22,34.282,15.237
2,10,22,37.101,16.489
2,11,22,40.336,17.927
2,12,22,43.9,19.511
2,13,22,47.65,21.178
2,14,22,51.397,22.843
2,15,22,54.918,24.408
2,16,22,57.978,25.768
2,17,22,60.353,26.824
2,18,22,61.859,27.493
2,19,22,62.376,27.723
2,20,22,61.859,27.493
2,21,22,60.353,26.824
2,22,22,57.978,25.768
2,23,22,54.918,24.408
2,24,22,51.397,22.843
2,1,23,25.366,14.092
2,2,23,25.626,14.237
2,3,23,26.019,14.455
2,4,23,26.595,14.775
2,5,23,27.41,15.228
2,6,23,28.529,15.85
2,7,23,30.015,16.675
2,8,23,31.922,17.734
2,9,23,34.282,19.046
2,10,23,37.101,20.611
2,11,23,40.336,22.409
2,12,23,43.9,24.389
2,13,23,47.65,26.472
2,14,23,51.397,28.554
2,15,23,54.918,30.51
2,16,23,57.978,32.21
2,17,23,60.353,33.53
2,18,23,61.859,34.366
2,19,23,62.376,34.653
2,20,23,61.859,34.366
2,21,23,60.353,33.53
2,22,23,57.978,32.21
2,23,23,54.918,30.51
2,24,23,51.397,28.554
2,1,24,118.375,56.369
2,2,24,119.589,56.947
2,3,24,121.424,57.821
2,4,24,124.108,59.099
2,5,24,127.914,60.912
2,6,24,133.137,63.399
2,7,24,140.071,66.701
2,8,24,148.967,70.937
2,9,24,159.984,76.183
2,10,24,173.136,82.446
2,11,24,188.236,89.636
2,12,24,204.867,97.556
2,13,24,222.366,105.889
2,14,24,239.852,114.215
2,15,24,256.285,122.04
2,16,24,270.564,128.84
2,17,24,281.648,134.118
2,18,24,288.678,137.466
2,19,24,291.087,138.613
2,20,24,288.678,137.466
2,21,24,281.648,134.118
2,22,24,270.564,128.84
2,23,24,256.285,122.04
2,24,24,239.852,114.215
2,1,25,118.375,56.369
2,2,25,119.589,56.947
2,3,25,121.424,57.821
2,4,25,124.108,59.099
2,5,25,127.914,60.912
2,6,25,133.137,63.399
2,7,25,140.071,66.701
2,8,25,148.967,70.937
2,9,25,159.984,76.183
2,10,25,173.136,82.446
2,11,25,188.236,89.636
2,12,25,204.867,97.556
2,13,25,222.366,105.889
2,14,25,239.852,114.215
2,15,25,256.285,122.04
2,16,25,270.564,128.84
2,17,25,281.648,134.118
2,18,25,288.678,137.466
2,19,25,291.087,138.613
2,20,25,288.678,137.466
2,21,25,281.648,134.118
2,22,25,270.564,128.84
2,23,25,256.285,122.04
2,24,25,239.852,114.215
2,1,26,16.911,7.046
2,2,26,17.084,7.118
2,3,26,17.346,7.228
2,4,26,17.73,7.387
2,5,26,18.273,7.614
2,6,26,19.02,7.925
2,7,26,20.01,8.338
2,8,26,21.281,8.867
2,9,26,22.855,9.523
2,10,26,24.734,10.306
2,11,26,26.891,11.205
2,12,26,29.267,12.194
2,13,26,31.767,13.236
2,14,26,34.265,14.277
2,15,26,36.612,15.255
2,16,26,38.652,16.105
2,17,26,40.235,16.765
2,18,26,41.24,17.183
2,19,26,41.584,17.327
2,20,26,41.24,17.183
2,21,26,40.235,16.765
2,22,26,38.652,16.105
2,23,26,36.612,15.255
2,24,26,34.265,14.277
2,1,27,16.911,7.046
2,2,27,17.084,7.118
2,3,27,17.346,7.228
2,4,27,17.73,7.387
2,5,27,18.273,7.614
2,6,27,19.02,7.925
2,7,27,20.01,8.338
2,8,27,21.281,8.867
2,9,27,22.855,9.523
2,10,27,24.734,10.306
2,11,27,26.891,11.205
2,12,27,29.267,12.194
2,13,27,31.767,13.236
2,14,27,34.265,14.277
2,15,27,36.612,15.255
2,16,27,38.652,16.105
2,17,27,40.235,16.765
2,18,27,41.24,17.183
2,19,27,41.584,17.327
2,20,27,41.24,17.183
2,21,27,40.235,16.765
2,22,27,38.652,16.105
2,23,27,36.612,15.255
2,24,27,34.265,14.277
2,1,28,16.911,5.637
2,2,28,17.084,5.695
2,3,28,17.346,5.782
2,4,28,17.73,5.91
2,5,28,18.273,6.091
2,6,28,19.02,6.34
2,7,28,20.01,6.67
2,8,28,21.281,7.094
2,9,28,22.855,7.618
2,10,28,24.734,8.245
2,11,28,26.891,8.964
2,12,28,29.267,9.756
2,13,28,31.767,10.589
2,14,28,34.265,11.422
2,15,28,36.612,12.204
2,16,28,38.652,12.884
2,17,28,40.235,13.412
2,18,28,41.24,13.747
2,19,28,41.584,13.861
2,20,28,41.24,13.747
2,21,28,40.235,13.412
2,22,28,38.652,12.884
2,23,28,36.612,12.204
2,24,28,34.265,11.422
2,1,29,33.821,19.729
2,2,29,34.168,19.932
2,3,29,34.692,20.237
2,4,29,35.46,20.685
2,5,29,36.547,21.319
2,6,29,38.039,22.19
2,7,29,40.02,23.345
2,8,29,42.562,24.828
2,9,29,45.71,26.664
2,10,29,49.467,28.856
2,11,29,53.782,31.373
2,12,29,58.533,34.145
2,13,29,63.533,37.061
2,14,29,68.529,39.975
2,15,29,73.224,42.714
2,16,29,77.304,45.094
2,17,29,80.471,46.941
2,18,29,82.479,48.113
2,19,29,83.168,48.514
2,20,29,82.479,48.113
2,21,29,80.471,46.941
2,22,29,77.304,45.094
2,23,29,73.224,42.714
2,24,29,68.529,39.975
2,1,30,56.369,169.107
2,2,30,56.947,170.842
2,3,30,57.821,173.462
2,4,30,59.099,177.298
2,5,30,60.912,182.735
2,6,30,63.399,190.196
2,7,30,66.701,200.102
2,8,30,70.937,212.81
2,9,30,76.183,228.549
2,10,30,82.446,247.337
2,11,30,89.636,268.909
2,12,30,97.556,292.667
2,13,30,105.889,317.666
2,14,30,114.215,342.646
2,15,30,122.04,366.121
2,16,30,128.84,386.521
2,17,30,134.118,402.355
2,18,30,137.466,412.397
2,19,30,138.613,415.838
2,20,30,137.466,412.397
2,21,30,134.118,402.355
2,22,30,128.84,386.521
2,23,30,122.04,366.121
2,24,30,114.215,342.646
2,1,31,42.277,19.729
2,2,31,42.71,19.932
2,3,31,43.366,20.237
2,4,31,44.324,20.685
2,5,31,45.684,21.319
2,6,31,47.549,22.19
2,7,31,50.025,23.345
2,8,31,53.203,24.828
2,9,31,57.137,26.664
2,10,31,61.834,28.856
2,11,31,67.227,31.373
2,12,31,73.167,34.145
2,13,31,79.417,37.061
2,14,31,85.661,39.975
2,15,31,91.53,42.714
2,16,31,96.63,45.094
2,17,31,100.589,46.941
2,18,31,103.099,48.113
2,19,31,103.959,48.514
2,20,31,103.099,48.113
2,21,31,100.589,46.941
2,22,31,96.63,45.094
2,23,31,91.53,42.714
2,24,31,85.661,39.975
2,1,32,59.187,28.184
2,2,32,59.795,28.474
2,3,32,60.712,28.91
2,4,32,62.054,29.55
2,5,32,63.957,30.456
2,6,32,66.569,31.699
2,7,32,70.036,33.35
2,8,32,74.484,35.468
2,9,32,79.992,38.092
2,10,32,86.568,41.223
2,11,32,94.118,44.818
2,12,32,102.434,48.778
2,13,32,111.183,52.944
2,14,32,119.926,57.108
2,15,32,128.142,61.02
2,16,32,135.282,64.42
2,17,32,140.824,67.059
2,18,32,144.339,68.733
2,19,32,145.543,69.306
2,20,32,144.339,68.733
2,21,32,140.824,67.059
2,22,32,135.282,64.42
2,23,32,128.142,61.02
2,24,32,119.926,57.108
2,1,33,16.911,11.274
2,2,33,17.084,11.389
2,3,33,17.346,11.564
2,4,33,17.73,11.82
2,5,33,18.273,12.182
2,6,33,19.02,12.68
2,7,33,20.01,13.34
2,8,33,21.281,14.187
2,9,33,22.855,15.237
2,10,33,24.734,16.489
2,11,33,26.891,17.927
2,12,33,29.267,19.511
2,13,33,31.767,21.178
2,14,33,34.265,22.843
2,15,33,36.612,24.408
2,16,33,38.652,25.768
2,17,33,40.235,26.824
2,18,33,41.24,27.493
2,19,33,41.584,27.723
2,20,33,41.24,27.493
2,21,33,40.235,26.824
2,22,33,38.652,25.768
2,23,33,36.612,24.408
2,24,33,34.265,22.843
3,1,2,30.561,18.337
3,2,2,30.875,18.525
3,3,2,31.349,18.809
3,4,2,32.042,19.225
3,5,2,33.024,19.815
3,6,2,34.373,20.624
3,7,2,36.163,21.698
3,8,2,38.46,23.076
3,9,2,41.304,24.782
3,10,2,44.699,26.82
3,11,2,48.598,29.159
3,12,2,52.892,31.735
3,13,2,57.41,34.446
3,14,2,61.924,37.154
3,15,2,66.166,39.7
3,16,2,69.853,41.912
3,17,2,72.715,43.629
3,18,2,74.529,44.718
3,19,2,75.151,45.091
3,20,2,74.529,44.718
3,21,2,72.715,43.629
3,22,2,69.853,41.912
3,23,2,66.166,39.7
3,24,2,61.924,37.154
3,1,3,27.505,12.225
3,2,3,27.788,12.35
3,3,3,28.214,12.539
3,4,3,28.838,12.817
3,5,3,29.722,13.21
3,6,3,30.936,13.749
3,7,3,32.547,14.465
3,8,3,34.614,15.384
3,9,3,37.174,16.522
3,10,3,40.229,17.88
3,11,3,43.738,19.439
3,12,3,47.602,21.157
3,13,3,51.669,22.964
3,14,3,55.732,24.77
3,15,3,59.55,26.467
3,16,3,62.868,27.941
3,17,3,65.443,29.086
3,18,3,67.077,29.812
3,19,3,67.636,30.061
3,20,3,67.077,29.812
3,21,3,65.443,29.086
3,22,3,62.868,27.941
3,23,3,59.55,26.467
3,24,3,55.732,24.77
3,1,4,36.674,24.449
3,2,4,37.05,24.7
3,3,4,37.618,25.079
3,4,4,38.45,25.633
3,5,4,39.629,26.419
3,6,4,41.247,27.498
3,7,4,43.396,28.93
3,8,4,46.152,30.768
3,9,4,49.565,33.043
3,10,4,53.639,35.76
3,11,4,58.318,38.878
3,12,4,63.47,42.313
3,13,4,68.891,45.928
3,14,4,74.309,49.539
3,15,4,79.4,52.933
3,16,4,83.824,55.882
3,17,4,87.258,58.172
3,18,4,89.435,59.624
3,19,4,90.182,60.121
3,20,4,89.435,59.624
3,21,4,87.258,58.172
3,22,4,83.824,55.882
3,23,4,79.4,52.933
3,24,4,74.309,49.539
3,1,5,18.337,9.168
3,2,5,18.525,9.263
3,3,5,18.809,9.405
3,4,5,19.225,9.613
3,5,5,19.815,9.907
3,6,5,20.624,10.312
3,7,5,21.698,10.849
3,8,5,23.076,11.538
3,9,5,24.782,12.391
3,10,5,26.82,13.41
3,11,5,29.159,14.579
3,12,5,31.735,15.867
3,13,5,34.446,17.223
3,14,5,37.154,18.577
3,15,5,39.7,19.85
3,16,5,41.912,20.956
3,17,5,43.629,21.814
3,18,5,44.718,22.359
3,19,5,45.091,22.545
3,20,5,44.718,22.359
3,21,5,43.629,21.814
3,22,5,41.912,20.956
3,23,5,39.7,19.85
3,24,5,37.154,18.577
3,1,6,18.337,6.112
3,2,6,18.525,6.175
3,3,6,18.809,6.27
3,4,6,19.225,6.408
3,5,6,19.815,6.605
3,6,6,20.624,6.875
3,7,6,21.698,7.233
3,8,6,23.076,7.692
3,9,6,24.782,8.261
3,10,6,26.82,8.94
3,11,6,29.159,9.72
3,12,6,31.735,10.578
3,13,6,34.446,11.482
3,14,6,37.154,12.385
3,15,6,39.7,13.233
3,16,6,41.912,13.971
3,17,6,43.629,14.543
3,18,6,44.718,14.906
3,19,6,45.091,15.03
3,20,6,44.718,14.906
3,21,6,43.629,14.543
3,22,6,41.912,13.971
3,23,6,39.7,13.233
3,24,6,37.154,12.385
3,1,7,61.123,30.561
3,2,7,61.75,30.875
3,3,7,62.697,31.349
3,4,7,64.083,32.042
3,5,7,66.049,33.024
3,6,7,68.746,34.373
3,7,7,72.326,36.163
3,8,7,76.919,38.46
3,9,7,82.608,41.304
3,10,7,89.399,44.699
3,11,7,97.196,48.598
3,12,7,105.783,52.892
3,13,7,114.819,57.41
3,14,7,123.848,61.924
3,15,7,132.333,66.166
3,16,7,139.706,69.853
3,17,7,145.429,72.715
3,18,7,149.059,74.529
3,19,7,150.303,75.151
3,20,7,149.059,74.529
3,21,7,145.429,72.715
3,22,7,139.706,69.853
3,23,7,132.333,66.166
3,24,7,123.848,61.924
3,1,8,61.123,30.561
3,2,8,61.75,30.875
3,3,8,62.697,31.349
3,4,8,64.083,32.042
3,5,8,66.049,33.024
3,6,8,68.746,34.373
3,7,8,72.326,36.163
3,8,8,76.919,38.46
3,9,8,82.608,41.304
3,10,8,89.399,44.699
3,11,8,97.196,48.598
3,12,8,105.783,52.892
3,13,8,114.819,57.41
3,14,8,123.848,61.924
3,15,8,132.333,66.166
3,16,8,139.706,69.853
3,17,8,145.429,72.715
3,18,8,149.059,74.529
3,19,8,150.303,75.151
3,20,8,149.059,74.529
3,21,8,145.429,72.715
3,22,8,139.706,69.853
3,23,8,132.333,66.166
3,24,8,123.848,61.924
3,1,9,18.337,6.112
3,2,9,18.525,6.175
3,3,9,18.809,6.27
3,4,9,19.225,6.408
3,5,9,19.815,6.605
3,6,9,20.624,6.875
3,7,9,21.698,7.233
3,8,9,23.076,7.692
3,9,9,24.782,8.261
3,10,9,26.82,8.94
3,11,9,29.159,9.72
3,12,9,31.735,10.578
3,13,9,34.446,11.482
3,14,9,37.154,12.385
3,15,9,39.7,13.233
3,16,9,41.912,13.971
3,17,9,43.629,14.543
3,18,9,44.718,14.906
3,19,9,45.091,15.03
3,20,9,44.718,14.906
3,21,9,43.629,14.543
3,22,9,41.912,13.971
3,23,9,39.7,13.233
3,24,9,37.154,12.385
3,1,10,18.337,6.112
3,2,10,18.525,6.175
3,3,10,18.809,6.27
3,4,10,19.225,6.408
3,5,10,19.815,6.605
3,6,10,20.624,6.875
3,7,10,21.698,7.233
3,8,10,23.076,7.692
3,9,10,24.782,8.261
3,10,10,26.82,8.94
3,11,10,29.159,9.72
3,12,10,31.735,10.578
3,13,10,34.446,11.482
3,14,10,37.154,12.385
3,15,10,39.7,13.233
3,16,10,41.912,13.971
3,17,10,43.629,14.543
3,18,10,44.718,14.906
3,19,10,45.091,15.03
3,20,10,44.718,14.906
3,21,10,43.629,14.543
3,22,10,41.912,13.971
3,23,10,39.7,13.233
3,24,10,37.154,12.385
3,1,11,13.753,9.168
3,2,11,13.894,9.263
3,3,11,14.107,9.405
3,4,11,14.419,9.613
3,5,11,14.861,9.907
3,6,11,15.468,10.312
3,7,11,16.273,10.849
3,8,11,17.307,11.538
3,9,11,18.587,12.391
3,10,11,20.115,13.41
3,11,11,21.869,14.579
3,12,11,23.801,15.867
3,13,11,25.834,17.223
3,14,11,27.866,18.577
3,15,11,29.775,19.85
3,16,11,31.434,20.956
3,17,11,32.722,21.814
3,18,11,33.538,22.359
3,19,11,33.818,22.545
3,20,11,33.538,22.359
3,21,11,32.722,21.814
3,22,11,31.434,20.956
3,23,11,29.775,19.85
3,24,11,27.866,18.577
3,1,12,18.337,10.697
3,2,12,18.525,10.806
3,3,12,18.809,10.972
3,4,12,19.225,11.215
3,5,12,19.815,11.559
3,6,12,20.624,12.03
3,7,12,21.698,12.657
3,8,12,23.076,13.461
3,9,12,24.782,14.456
3,10,12,26.82,15.645
3,11,12,29.159,17.009
3,12,12,31.735,18.512
3,13,12,34.446,20.093
3,14,12,37.154,21.673
3,15,12,39.7,23.158
3,16,12,41.912,24.449
3,17,12,43.629,25.45
3,18,12,44.718,26.085
3,19,12,45.091,26.303
3,20,12,44.718,26.085
3,21,12,43.629,25.45
3,22,12,41.912,24.449
3,23,12,39.7,23.158
3,24,12,37.154,21.673
3,1,13,18.337,10.697
3,2,13,18.525,10.806
3,3,13,18.809,10.972
3,4,13,19.225,11.215
3,5,13,19.815,11.559
3,6,13,20.624,12.03
3,7,13,21.698,12.657
3,8,13,23.076,13.461
3,9,13,24.782,14.456
3,10,13,26.82,15.645
3,11,13,29.159,17.009
3,12,13,31.735,18.512
3,13,13,34.446,20.093
3,14,13,37.154,21.673
3,15,13,39.7,23.158
3,16,13,41.912,24.449
3,17,13,43.629,25.45
3,18,13,44.718,26.085
3,19,13,45.091,26.303
3,20,13,44.718,26.085
3,21,13,43.629,25.45
3,22,13,41.912,24.449
3,23,13,39.7,23.158
3,24,13,37.154,21.673
3,1,14,36.674,24.449
3,2,14,37.05,24.7
3,3,14,37.618,25.079
3,4,14,38.45,25.633
3,5,14,39.629,26.419
3,6,14,41.247,27.498
3,7,14,43.396,28.93
3,8,14,46.152,30.768
3,9,14,49.565,33.043
3,10,14,53.639,35.76
3,11,14,58.318,38.878
3,12,14,63.47,42.313
3,13,14,68.891,45.928
3,14,14,74.309,49.539
3,15,14,79.4,52.933
3,16,14,83.824,55.882
3,17,14,87.258,58.172
3,18,14,89.435,59.624
3,19,14,90.182,60.121
3,20,14,89.435,59.624
3,21,14,87.258,58.172
3,22,14,83.824,55.882
3,23,14,79.4,52.933
3,24,14,74.309,49.539
3,1,15,18.337,3.056
3,2,15,18.525,3.088
3,3,15,18.809,3.135
3,4,15,19.225,3.204
3,5,15,19.815,3.302
3,6,15,20.624,3.437
3,7,15,21.698,3.616
3,8,15,23.076,3.846
3,9,15,24.782,4.13
3,10,15,26.82,4.47
3,11,15,29.159,4.86
3,12,15,31.735,5.289
3,13,15,34.446,5.741
3,14,15,37.154,6.192
3,15,15,39.7,6.617
3,16,15,41.912,6.985
3,17,15,43.629,7.271
3,18,15,44.718,7.453
3,19,15,45.091,7.515
3,20,15,44.718,7.453
3,21,15,43.629,7.271
3,22,15,41.912,6.985
3,23,15,39.7,6.617
3,24,15,37.154,6.192
3,1,16,18.337,6.112
3,2,16,18.525,6.175
3,3,16,18.809,6.27
3,4,16,19.225,6.408
3,5,16,19.815,6.605
3,6,16,20.624,6.875
3,7,16,21.698,7.233
3,8,16,23.076,7.692
3,9,16,24.782,8.261
3,10,16,26.82,8.94
3,11,16,29.159,9.72
3,12,16,31.735,10.578
3,13,16,34.446,11.482
3,14,16,37.154,12.385
3,15,16,39.7,13.233
3,16,16,41.912,13.971
3,17,16,43.629,14.543
3,18,16,44.718,14.906
3,19,16,45.091,15.03
3,20,16,44.718,14.906
3,21,16,43.629,14.543
3,22,16,41.912,13.971
3,23,16,39.7,13.233
3,24,16,37.154,12.385
3,1,17,18.337,6.112
3,2,17,18.525,6.175
3,3,17,18.809,6.27
3,4,17,19.225,6.408
3,5,17,19.815,6.605
3,6,17,20.624,6.875
3,7,17,21.698,7.233
3,8,17,23.076,7.692
3,9,17,24.782,8.261
3,10,17,26.82,8.94
3,11,17,29.159,9.72
3,12,17,31.735,10.578
3,13,17,34.446,11.482
3,14,17,37.154,12.385
3,15,17,39.7,13.233
3,16,17,41.912,13.971
3,17,17,43.629,14.543
3,18,17,44.718,14.906
3,19,17,45.091,15.03
3,20,17,44.718,14.906
3,21,17,43.629,14.543
3,22,17,41.912,13.971
3,23,17,39.7,13.233
3,24,17,37.154,12.385
3,1,18,27.505,12.225
3,2,18,27.788,12.35
3,3,18,28.214,12.539
3,4,18,28.838,12.817
3,5,18,29.722,13.21
3,6,18,30.936,13.749
3,7,18,32.547,14.465
3,8,18,34.614,15.384
3,9,18,37.174,16.522
3,10,18,40.229,17.88
3,11,18,43.738,19.439
3,12,18,47.602,21.157
3,13,18,51.669,22.964
3,14,18,55.732,24.77
3,15,18,59.55,26.467
3,16,18,62.868,27.941
3,17,18,65.443,29.086
3,18,18,67.077,29.812
3,19,18,67.636,30.061
3,20,18,67.077,29.812
3,21,18,65.443,29.086
3,22,18,62.868,27.941
3,23,18,59.55,26.467
3,24,18,55.732,24.77
3,1,19,27.505,12.225
3,2,19,27.788,12.35
3,3,19,28.214,12.539
3,4,19,28.838,12.817
3,5,19,29.722,13.21
3,6,19,30.936,13.749
3,7,19,32.547,14.465
3,8,19,34.614,15.384
3,9,19,37.174,16.522
3,10,19,40.229,17.88
3,11,19,43.738,19.439
3,12,19,47.602,21.157
3,13,19,51.669,22.964
3,14,19,55.732,24.77
3,15,19,59.55,26.467
3,16,19,62.868,27.941
3,17,19,65.443,29.086
3,18,19,67.077,29.812
3,19,19,67.636,30.061
3,20,19,67.077,29.812
3,21,19,65.443,29.086
3,22,19,62.868,27.941
3,23,19,59.55,26.467
3,24,19,55.732,24.77
3,1,20,27.505,12.225
3,2,20,27.788,12.35
3,3,20,28.214,12.539
3,4,20,28.838,12.817
3,5,20,29.722,13.21
3,6,20,30.936,13.749
3,7,20,32.547,14.465
3,8,20,34.614,15.384
3,9,20,37.174,16.522
3,10,20,40.229,17.88
3,11,20,43.738,19.439
3,12,20,47.602,21.157
3,13,20,51.669,22.964
3,14,20,55.732,24.77
3,15,20,59.55,26.467
3,16,20,62.868,27.941
3,17,20,65.443,29.086
3,18,20,67.077,29.812
3,19,20,67.636,30.061
3,20,20,67.077,29.812
3,21,20,65.443,29.086
3,22,20,62.868,27.941
3,23,20,59.55,26.467
3,24,20,55.732,24.77
3,1,21,27.505,12.225
3,2,21,27.788,12.35
